2025-10-23 00:11:36,628 - firewall - INFO - Enhanced Firewall started successfully
2025-10-23 00:18:14,400 - firewall - INFO - Enhanced Firewall started successfully
2025-10-23 00:25:25,316 - firewall - INFO - Enhanced Firewall started successfully
2025-10-23 11:21:34,009 - firewall - INFO - Enhanced Firewall started successfully
2025-10-23 11:22:38,360 - firewall - INFO - Enhanced Firewall started successfully
2025-10-23 12:20:36,413 - firewall - INFO - Enhanced Firewall started successfully
2025-10-23 12:29:32,987 - firewall - INFO - Packet allowed: 192.168.0.216 -> 54.158.152.188 (Protocol-(6, 20)) | src=192.168.0.216 | dst=54.158.152.188 | proto=Protocol-(6, 20)
2025-10-23 12:29:32,987 - firewall - INFO - Packet allowed: 192.168.0.216 -> 54.158.152.188 (Protocol-(6, 20)) | src=192.168.0.216 | dst=54.158.152.188 | proto=Protocol-(6, 20)
2025-10-23 12:29:32,988 - firewall - INFO - Packet allowed: 54.158.152.188 -> 192.168.0.216 (Protocol-(6, 20)) | src=54.158.152.188 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:32,988 - firewall - INFO - Packet allowed: 54.158.152.188 -> 192.168.0.216 (Protocol-(6, 20)) | src=54.158.152.188 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:32,988 - firewall - INFO - Packet allowed: 54.158.152.188 -> 192.168.0.216 (Protocol-(6, 20)) | src=54.158.152.188 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:32,989 - firewall - INFO - Packet allowed: 54.158.152.188 -> 192.168.0.216 (Protocol-(6, 20)) | src=54.158.152.188 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:32,989 - firewall - INFO - Packet allowed: 54.158.152.188 -> 192.168.0.216 (Protocol-(6, 20)) | src=54.158.152.188 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:32,990 - firewall - INFO - Packet allowed: 192.168.0.216 -> 54.158.152.188 (Protocol-(6, 20)) | src=192.168.0.216 | dst=54.158.152.188 | proto=Protocol-(6, 20)
2025-10-23 12:29:32,991 - firewall - INFO - Packet allowed: 192.168.0.216 -> 54.158.152.188 (Protocol-(6, 20)) | src=192.168.0.216 | dst=54.158.152.188 | proto=Protocol-(6, 20)
2025-10-23 12:29:32,991 - firewall - INFO - Packet allowed: 192.168.0.216 -> 54.158.152.188 (Protocol-(6, 20)) | src=192.168.0.216 | dst=54.158.152.188 | proto=Protocol-(6, 20)
2025-10-23 12:29:32,992 - firewall - INFO - Packet allowed: 192.168.0.216 -> 54.158.152.188 (Protocol-(6, 20)) | src=192.168.0.216 | dst=54.158.152.188 | proto=Protocol-(6, 20)
2025-10-23 12:29:33,092 - firewall - INFO - Packet allowed: 52.44.172.254 -> 192.168.0.216 (Protocol-(6, 20)) | src=52.44.172.254 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:33,395 - firewall - INFO - Packet allowed: 54.158.152.188 -> 192.168.0.216 (Protocol-(6, 20)) | src=54.158.152.188 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:33,395 - firewall - INFO - Packet allowed: 54.158.152.188 -> 192.168.0.216 (Protocol-(6, 20)) | src=54.158.152.188 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:33,396 - firewall - INFO - Packet allowed: 54.158.152.188 -> 192.168.0.216 (Protocol-(6, 20)) | src=54.158.152.188 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:33,396 - firewall - INFO - Packet allowed: 54.158.152.188 -> 192.168.0.216 (Protocol-(6, 20)) | src=54.158.152.188 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:33,396 - firewall - INFO - Packet allowed: 54.158.152.188 -> 192.168.0.216 (Protocol-(6, 20)) | src=54.158.152.188 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:33,396 - firewall - INFO - Packet allowed: 192.168.0.216 -> 54.158.152.188 (Protocol-(6, 20)) | src=192.168.0.216 | dst=54.158.152.188 | proto=Protocol-(6, 20)
2025-10-23 12:29:33,397 - firewall - INFO - Packet allowed: 192.168.0.216 -> 54.158.152.188 (Protocol-(6, 20)) | src=192.168.0.216 | dst=54.158.152.188 | proto=Protocol-(6, 20)
2025-10-23 12:29:33,397 - firewall - INFO - Packet allowed: 192.168.0.216 -> 54.158.152.188 (Protocol-(6, 20)) | src=192.168.0.216 | dst=54.158.152.188 | proto=Protocol-(6, 20)
2025-10-23 12:29:33,397 - firewall - INFO - Packet allowed: 192.168.0.216 -> 54.158.152.188 (Protocol-(6, 20)) | src=192.168.0.216 | dst=54.158.152.188 | proto=Protocol-(6, 20)
2025-10-23 12:29:33,498 - firewall - INFO - Packet allowed: 3.209.95.179 -> 192.168.0.216 (Protocol-(6, 20)) | src=3.209.95.179 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:33,599 - firewall - INFO - Packet allowed: 3.209.95.179 -> 192.168.0.216 (Protocol-(6, 20)) | src=3.209.95.179 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:33,800 - firewall - INFO - Packet allowed: 54.158.152.188 -> 192.168.0.216 (Protocol-(6, 20)) | src=54.158.152.188 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:33,800 - firewall - INFO - Packet allowed: 54.158.152.188 -> 192.168.0.216 (Protocol-(6, 20)) | src=54.158.152.188 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:33,801 - firewall - INFO - Packet allowed: 54.158.152.188 -> 192.168.0.216 (Protocol-(6, 20)) | src=54.158.152.188 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:33,801 - firewall - INFO - Packet allowed: 54.158.152.188 -> 192.168.0.216 (Protocol-(6, 20)) | src=54.158.152.188 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:33,801 - firewall - INFO - Packet allowed: 192.168.0.216 -> 54.158.152.188 (Protocol-(6, 20)) | src=192.168.0.216 | dst=54.158.152.188 | proto=Protocol-(6, 20)
2025-10-23 12:29:33,802 - firewall - INFO - Packet allowed: 192.168.0.216 -> 54.158.152.188 (Protocol-(6, 20)) | src=192.168.0.216 | dst=54.158.152.188 | proto=Protocol-(6, 20)
2025-10-23 12:29:33,802 - firewall - INFO - Packet allowed: 54.85.213.3 -> 192.168.0.216 (Protocol-(6, 20)) | src=54.85.213.3 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:33,802 - firewall - INFO - Packet allowed: 192.168.0.216 -> 54.158.152.188 (Protocol-(6, 20)) | src=192.168.0.216 | dst=54.158.152.188 | proto=Protocol-(6, 20)
2025-10-23 12:29:33,803 - firewall - INFO - Packet allowed: 192.168.0.216 -> 54.158.152.188 (Protocol-(6, 20)) | src=192.168.0.216 | dst=54.158.152.188 | proto=Protocol-(6, 20)
2025-10-23 12:29:33,903 - firewall - INFO - Packet allowed: 54.85.213.3 -> 192.168.0.216 (Protocol-(6, 20)) | src=54.85.213.3 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:34,004 - firewall - INFO - Packet allowed: 192.168.0.216 -> 52.111.240.2 (Protocol-(6, 20)) | src=192.168.0.216 | dst=52.111.240.2 | proto=Protocol-(6, 20)
2025-10-23 12:29:34,206 - firewall - INFO - Packet allowed: 192.168.0.216 -> 104.18.19.125 (Protocol-(6, 20)) | src=192.168.0.216 | dst=104.18.19.125 | proto=Protocol-(6, 20)
2025-10-23 12:29:34,208 - firewall - INFO - Packet allowed: 192.168.0.216 -> 104.18.19.125 (Protocol-(6, 20)) | src=192.168.0.216 | dst=104.18.19.125 | proto=Protocol-(6, 20)
2025-10-23 12:29:34,209 - firewall - INFO - Packet allowed: 54.158.152.188 -> 192.168.0.216 (Protocol-(6, 20)) | src=54.158.152.188 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:34,210 - firewall - INFO - Packet allowed: 3.225.5.117 -> 192.168.0.216 (Protocol-(6, 20)) | src=3.225.5.117 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:34,211 - firewall - INFO - Packet allowed: 3.225.5.117 -> 192.168.0.216 (Protocol-(6, 20)) | src=3.225.5.117 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:34,211 - firewall - INFO - Packet allowed: 54.158.152.188 -> 192.168.0.216 (Protocol-(6, 20)) | src=54.158.152.188 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:34,212 - firewall - INFO - Packet allowed: 54.158.152.188 -> 192.168.0.216 (Protocol-(6, 20)) | src=54.158.152.188 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:34,212 - firewall - INFO - Packet allowed: 52.111.240.2 -> 192.168.0.216 (Protocol-(6, 20)) | src=52.111.240.2 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:34,213 - firewall - INFO - Packet allowed: 192.168.0.216 -> 54.158.152.188 (Protocol-(6, 20)) | src=192.168.0.216 | dst=54.158.152.188 | proto=Protocol-(6, 20)
2025-10-23 12:29:34,214 - firewall - INFO - Packet allowed: 192.168.0.216 -> 54.158.152.188 (Protocol-(6, 20)) | src=192.168.0.216 | dst=54.158.152.188 | proto=Protocol-(6, 20)
2025-10-23 12:29:34,314 - firewall - INFO - Packet allowed: 104.18.19.125 -> 192.168.0.216 (Protocol-(6, 20)) | src=104.18.19.125 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:34,314 - firewall - INFO - Packet allowed: 104.18.19.125 -> 192.168.0.216 (Protocol-(6, 20)) | src=104.18.19.125 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:34,315 - firewall - INFO - Packet allowed: 104.18.19.125 -> 192.168.0.216 (Protocol-(6, 20)) | src=104.18.19.125 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:34,315 - firewall - INFO - Packet allowed: 192.168.0.216 -> 104.18.19.125 (Protocol-(6, 20)) | src=192.168.0.216 | dst=104.18.19.125 | proto=Protocol-(6, 20)
2025-10-23 12:29:34,315 - firewall - INFO - Packet allowed: 192.168.0.216 -> 54.158.152.188 (Protocol-(6, 20)) | src=192.168.0.216 | dst=54.158.152.188 | proto=Protocol-(6, 20)
2025-10-23 12:29:34,315 - firewall - INFO - Packet allowed: 192.168.0.216 -> 54.158.152.188 (Protocol-(6, 20)) | src=192.168.0.216 | dst=54.158.152.188 | proto=Protocol-(6, 20)
2025-10-23 12:29:34,315 - firewall - INFO - Packet allowed: 192.168.0.216 -> 54.158.152.188 (Protocol-(6, 20)) | src=192.168.0.216 | dst=54.158.152.188 | proto=Protocol-(6, 20)
2025-10-23 12:29:34,315 - firewall - INFO - Packet allowed: 192.168.0.216 -> 54.158.152.188 (Protocol-(6, 20)) | src=192.168.0.216 | dst=54.158.152.188 | proto=Protocol-(6, 20)
2025-10-23 12:29:34,315 - firewall - INFO - Packet allowed: 192.168.0.216 -> 54.158.152.188 (Protocol-(6, 20)) | src=192.168.0.216 | dst=54.158.152.188 | proto=Protocol-(6, 20)
2025-10-23 12:29:34,315 - firewall - INFO - Packet allowed: 192.168.0.216 -> 54.158.152.188 (Protocol-(6, 20)) | src=192.168.0.216 | dst=54.158.152.188 | proto=Protocol-(6, 20)
2025-10-23 12:29:34,315 - firewall - INFO - Packet allowed: 192.168.0.216 -> 54.158.152.188 (Protocol-(6, 20)) | src=192.168.0.216 | dst=54.158.152.188 | proto=Protocol-(6, 20)
2025-10-23 12:29:34,316 - firewall - INFO - Packet allowed: 104.18.19.125 -> 192.168.0.216 (Protocol-(6, 20)) | src=104.18.19.125 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:34,316 - firewall - INFO - Packet allowed: 44.207.117.45 -> 192.168.0.216 (Protocol-(6, 20)) | src=44.207.117.45 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:34,416 - firewall - INFO - Packet allowed: 44.207.117.45 -> 192.168.0.216 (Protocol-(6, 20)) | src=44.207.117.45 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:34,417 - firewall - INFO - Packet allowed: 192.168.0.216 -> 44.207.117.45 (Protocol-(6, 20)) | src=192.168.0.216 | dst=44.207.117.45 | proto=Protocol-(6, 20)
2025-10-23 12:29:34,518 - firewall - INFO - Packet allowed: 104.18.19.125 -> 192.168.0.216 (Protocol-(6, 20)) | src=104.18.19.125 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:34,619 - firewall - INFO - Packet allowed: 192.168.0.216 -> 104.18.19.125 (Protocol-(6, 20)) | src=192.168.0.216 | dst=104.18.19.125 | proto=Protocol-(6, 20)
2025-10-23 12:29:34,619 - firewall - INFO - Packet allowed: 52.0.229.62 -> 192.168.0.216 (Protocol-(6, 20)) | src=52.0.229.62 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:34,619 - firewall - INFO - Packet allowed: 54.158.152.188 -> 192.168.0.216 (Protocol-(6, 20)) | src=54.158.152.188 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:34,620 - firewall - INFO - Packet allowed: 54.158.152.188 -> 192.168.0.216 (Protocol-(6, 20)) | src=54.158.152.188 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:34,620 - firewall - INFO - Packet allowed: 54.158.152.188 -> 192.168.0.216 (Protocol-(6, 20)) | src=54.158.152.188 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:34,620 - firewall - INFO - Packet allowed: 54.158.152.188 -> 192.168.0.216 (Protocol-(6, 20)) | src=54.158.152.188 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:34,620 - firewall - INFO - Packet allowed: 54.158.152.188 -> 192.168.0.216 (Protocol-(6, 20)) | src=54.158.152.188 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:34,721 - firewall - INFO - Packet allowed: 192.168.0.216 -> 54.158.152.188 (Protocol-(6, 20)) | src=192.168.0.216 | dst=54.158.152.188 | proto=Protocol-(6, 20)
2025-10-23 12:29:34,924 - firewall - INFO - Packet allowed: 35.170.252.36 -> 192.168.0.216 (Protocol-(6, 20)) | src=35.170.252.36 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:34,924 - firewall - INFO - Packet allowed: 35.170.252.36 -> 192.168.0.216 (Protocol-(6, 20)) | src=35.170.252.36 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:35,026 - firewall - INFO - Packet allowed: 192.168.0.216 -> 142.250.187.4 (Protocol-(17, 20)) | src=192.168.0.216 | dst=142.250.187.4 | proto=Protocol-(17, 20)
2025-10-23 12:29:35,026 - firewall - INFO - Packet allowed: 142.250.187.4 -> 192.168.0.216 (Protocol-(17, 20)) | src=142.250.187.4 | dst=192.168.0.216 | proto=Protocol-(17, 20)
2025-10-23 12:29:35,127 - firewall - INFO - Packet allowed: 52.44.172.254 -> 192.168.0.216 (Protocol-(6, 20)) | src=52.44.172.254 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:35,228 - firewall - INFO - Packet allowed: 52.44.172.254 -> 192.168.0.216 (Protocol-(6, 20)) | src=52.44.172.254 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:37,635 - firewall - INFO - Packet allowed: 3.209.95.179 -> 192.168.0.216 (Protocol-(6, 20)) | src=3.209.95.179 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:37,936 - firewall - INFO - Packet allowed: 54.85.213.3 -> 192.168.0.216 (Protocol-(6, 20)) | src=54.85.213.3 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:38,137 - firewall - INFO - Packet allowed: 54.158.152.188 -> 192.168.0.216 (Protocol-(6, 20)) | src=54.158.152.188 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:38,138 - firewall - INFO - Packet allowed: 54.158.152.188 -> 192.168.0.216 (Protocol-(6, 20)) | src=54.158.152.188 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:38,139 - firewall - INFO - Packet allowed: 192.168.0.216 -> 54.158.152.188 (Protocol-(6, 20)) | src=192.168.0.216 | dst=54.158.152.188 | proto=Protocol-(6, 20)
2025-10-23 12:29:38,240 - firewall - INFO - Packet allowed: 192.168.0.216 -> 54.158.152.188 (Protocol-(6, 20)) | src=192.168.0.216 | dst=54.158.152.188 | proto=Protocol-(6, 20)
2025-10-23 12:29:38,241 - firewall - INFO - Packet allowed: 192.168.0.216 -> 54.158.152.188 (Protocol-(6, 20)) | src=192.168.0.216 | dst=54.158.152.188 | proto=Protocol-(6, 20)
2025-10-23 12:29:38,241 - firewall - INFO - Packet allowed: 192.168.0.216 -> 54.158.152.188 (Protocol-(6, 20)) | src=192.168.0.216 | dst=54.158.152.188 | proto=Protocol-(6, 20)
2025-10-23 12:29:38,241 - firewall - INFO - Packet allowed: 192.168.0.216 -> 54.158.152.188 (Protocol-(6, 20)) | src=192.168.0.216 | dst=54.158.152.188 | proto=Protocol-(6, 20)
2025-10-23 12:29:38,241 - firewall - INFO - Packet allowed: 192.168.0.216 -> 54.158.152.188 (Protocol-(6, 20)) | src=192.168.0.216 | dst=54.158.152.188 | proto=Protocol-(6, 20)
2025-10-23 12:29:38,443 - firewall - INFO - Packet allowed: 44.207.117.45 -> 192.168.0.216 (Protocol-(6, 20)) | src=44.207.117.45 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:38,443 - firewall - INFO - Packet allowed: 54.158.152.188 -> 192.168.0.216 (Protocol-(6, 20)) | src=54.158.152.188 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:38,444 - firewall - INFO - Packet allowed: 54.158.152.188 -> 192.168.0.216 (Protocol-(6, 20)) | src=54.158.152.188 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:38,545 - firewall - INFO - Packet allowed: 54.158.152.188 -> 192.168.0.216 (Protocol-(6, 20)) | src=54.158.152.188 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:38,545 - firewall - INFO - Packet allowed: 54.158.152.188 -> 192.168.0.216 (Protocol-(6, 20)) | src=54.158.152.188 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:38,546 - firewall - INFO - Packet allowed: 54.158.152.188 -> 192.168.0.216 (Protocol-(6, 20)) | src=54.158.152.188 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:38,546 - firewall - INFO - Packet allowed: 54.158.152.188 -> 192.168.0.216 (Protocol-(6, 20)) | src=54.158.152.188 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:38,546 - firewall - INFO - Packet allowed: 192.168.0.216 -> 54.158.152.188 (Protocol-(6, 20)) | src=192.168.0.216 | dst=54.158.152.188 | proto=Protocol-(6, 20)
2025-10-23 12:29:38,646 - firewall - INFO - Packet allowed: 52.0.229.62 -> 192.168.0.216 (Protocol-(6, 20)) | src=52.0.229.62 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:38,948 - firewall - INFO - Packet allowed: 35.170.252.36 -> 192.168.0.216 (Protocol-(6, 20)) | src=35.170.252.36 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:39,049 - firewall - INFO - Packet allowed: 54.158.152.188 -> 192.168.0.216 (Protocol-(6, 20)) | src=54.158.152.188 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:39,050 - firewall - INFO - Packet allowed: 54.158.152.188 -> 192.168.0.216 (Protocol-(6, 20)) | src=54.158.152.188 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:39,051 - firewall - INFO - Packet allowed: 192.168.0.216 -> 54.158.152.188 (Protocol-(6, 20)) | src=192.168.0.216 | dst=54.158.152.188 | proto=Protocol-(6, 20)
2025-10-23 12:29:39,051 - firewall - INFO - Packet allowed: 192.168.0.216 -> 54.158.152.188 (Protocol-(6, 20)) | src=192.168.0.216 | dst=54.158.152.188 | proto=Protocol-(6, 20)
2025-10-23 12:29:39,052 - firewall - INFO - Packet allowed: 192.168.0.216 -> 54.158.152.188 (Protocol-(6, 20)) | src=192.168.0.216 | dst=54.158.152.188 | proto=Protocol-(6, 20)
2025-10-23 12:29:39,153 - firewall - INFO - Packet allowed: 192.168.0.216 -> 104.18.19.125 (Protocol-(6, 20)) | src=192.168.0.216 | dst=104.18.19.125 | proto=Protocol-(6, 20)
2025-10-23 12:29:39,154 - firewall - INFO - Packet allowed: 192.168.0.216 -> 104.18.19.125 (Protocol-(6, 20)) | src=192.168.0.216 | dst=104.18.19.125 | proto=Protocol-(6, 20)
2025-10-23 12:29:39,154 - firewall - INFO - Packet allowed: 52.44.172.254 -> 192.168.0.216 (Protocol-(6, 20)) | src=52.44.172.254 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:39,356 - firewall - INFO - Packet allowed: 192.168.0.216 -> 140.82.113.26 (Protocol-(6, 20)) | src=192.168.0.216 | dst=140.82.113.26 | proto=Protocol-(6, 20)
2025-10-23 12:29:39,357 - firewall - INFO - Packet allowed: 104.18.19.125 -> 192.168.0.216 (Protocol-(6, 20)) | src=104.18.19.125 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:39,358 - firewall - INFO - Packet allowed: 104.18.19.125 -> 192.168.0.216 (Protocol-(6, 20)) | src=104.18.19.125 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:39,358 - firewall - INFO - Packet allowed: 104.18.19.125 -> 192.168.0.216 (Protocol-(6, 20)) | src=104.18.19.125 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:39,359 - firewall - INFO - Packet allowed: 54.158.152.188 -> 192.168.0.216 (Protocol-(6, 20)) | src=54.158.152.188 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:39,359 - firewall - INFO - Packet allowed: 54.158.152.188 -> 192.168.0.216 (Protocol-(6, 20)) | src=54.158.152.188 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:39,360 - firewall - INFO - Packet allowed: 104.18.19.125 -> 192.168.0.216 (Protocol-(6, 20)) | src=104.18.19.125 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:39,360 - firewall - INFO - Packet allowed: 54.158.152.188 -> 192.168.0.216 (Protocol-(6, 20)) | src=54.158.152.188 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:39,462 - firewall - INFO - Packet allowed: 192.168.0.216 -> 104.18.19.125 (Protocol-(6, 20)) | src=192.168.0.216 | dst=104.18.19.125 | proto=Protocol-(6, 20)
2025-10-23 12:29:39,462 - firewall - INFO - Packet allowed: 192.168.0.216 -> 54.158.152.188 (Protocol-(6, 20)) | src=192.168.0.216 | dst=54.158.152.188 | proto=Protocol-(6, 20)
2025-10-23 12:29:39,462 - firewall - INFO - Packet allowed: 192.168.0.216 -> 54.158.152.188 (Protocol-(6, 20)) | src=192.168.0.216 | dst=54.158.152.188 | proto=Protocol-(6, 20)
2025-10-23 12:29:39,463 - firewall - INFO - Packet allowed: 192.168.0.216 -> 54.158.152.188 (Protocol-(6, 20)) | src=192.168.0.216 | dst=54.158.152.188 | proto=Protocol-(6, 20)
2025-10-23 12:29:39,564 - firewall - INFO - Packet allowed: 104.18.19.125 -> 192.168.0.216 (Protocol-(6, 20)) | src=104.18.19.125 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:39,564 - firewall - INFO - Packet allowed: 140.82.113.26 -> 192.168.0.216 (Protocol-(6, 20)) | src=140.82.113.26 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:39,564 - firewall - INFO - Packet allowed: 192.168.0.216 -> 104.18.19.125 (Protocol-(6, 20)) | src=192.168.0.216 | dst=104.18.19.125 | proto=Protocol-(6, 20)
2025-10-23 12:29:39,766 - firewall - INFO - Packet allowed: 54.158.152.188 -> 192.168.0.216 (Protocol-(6, 20)) | src=54.158.152.188 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:39,766 - firewall - INFO - Packet allowed: 54.158.152.188 -> 192.168.0.216 (Protocol-(6, 20)) | src=54.158.152.188 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:39,867 - firewall - INFO - Packet allowed: 192.168.0.216 -> 54.158.152.188 (Protocol-(6, 20)) | src=192.168.0.216 | dst=54.158.152.188 | proto=Protocol-(6, 20)
2025-10-23 12:29:39,868 - firewall - INFO - Packet allowed: 54.158.152.188 -> 192.168.0.216 (Protocol-(6, 20)) | src=54.158.152.188 | dst=192.168.0.216 | proto=Protocol-(6, 20)
2025-10-23 12:29:39,968 - firewall - INFO - Packet allowed: 192.168.0.216 -> 54.158.152.188 (Protocol-(6, 20)) | src=192.168.0.216 | dst=54.158.152.188 | proto=Protocol-(6, 20)
2025-10-23 12:29:40,771 - firewall - INFO - Packet allowed: 192.168.0.239 -> 255.255.255.255 (Protocol-(17, 20)) | src=192.168.0.239 | dst=255.255.255.255 | proto=Protocol-(17, 20)
2025-10-23 12:29:40,771 - firewall - INFO - Packet allowed: 192.168.0.239 -> 192.168.0.255 (Protocol-(17, 20)) | src=192.168.0.239 | dst=192.168.0.255 | proto=Protocol-(17, 20)
2025-10-23 12:29:40,772 - firewall - INFO - Packet allowed: 192.168.0.239 -> 255.255.255.255 (Protocol-(17, 20)) | src=192.168.0.239 | dst=255.255.255.255 | proto=Protocol-(17, 20)
2025-10-23 12:29:40,772 - firewall - INFO - Packet allowed: 192.168.0.239 -> 255.255.255.255 (Protocol-(17, 20)) | src=192.168.0.239 | dst=255.255.255.255 | proto=Protocol-(17, 20)
2025-10-23 12:29:41,273 - firewall - INFO - Packet allowed: 192.168.0.1 -> 239.255.255.250 (Protocol-(17, 20)) | src=192.168.0.1 | dst=239.255.255.250 | proto=Protocol-(17, 20)
2025-10-23 12:29:41,274 - firewall - INFO - Packet allowed: 192.168.0.1 -> 239.255.255.250 (Protocol-(17, 20)) | src=192.168.0.1 | dst=239.255.255.250 | proto=Protocol-(17, 20)
2025-10-23 12:29:41,374 - firewall - INFO - Packet allowed: 192.168.0.1 -> 239.255.255.250 (Protocol-(17, 20)) | src=192.168.0.1 | dst=239.255.255.250 | proto=Protocol-(17, 20)
2025-10-23 12:29:41,475 - firewall - INFO - Packet allowed: 192.168.0.1 -> 239.255.255.250 (Protocol-(17, 20)) | src=192.168.0.1 | dst=239.255.255.250 | proto=Protocol-(17, 20)
2025-10-23 12:29:41,577 - firewall - INFO - Packet allowed: 192.168.0.1 -> 239.255.255.250 (Protocol-(17, 20)) | src=192.168.0.1 | dst=239.255.255.250 | proto=Protocol-(17, 20)
2025-10-23 12:29:41,678 - firewall - INFO - Packet allowed: 192.168.0.1 -> 239.255.255.250 (Protocol-(17, 20)) | src=192.168.0.1 | dst=239.255.255.250 | proto=Protocol-(17, 20)
2025-10-23 12:29:41,779 - firewall - INFO - Packet allowed: 192.168.0.1 -> 239.255.255.250 (Protocol-(17, 20)) | src=192.168.0.1 | dst=239.255.255.250 | proto=Protocol-(17, 20)
